state_name,death_year,age_range,death_count
VIRGINIA,2019,31-40,11
VIRGINIA,2019,41-50,9
VIRGINIA,2019,51-60,24
VIRGINIA,2019,61-70,28
VIRGINIA,2019,≥ 71,15
WASHINGTON,2015,≤ 20,0
WASHINGTON,2015,21-30,0
WASHINGTON,2015,31-40,1
WASHINGTON,2015,41-50,3
WASHINGTON,2015,51-60,5
WASHINGTON,2015,61-70,3
WASHINGTON,2015,≥ 71,3
WASHINGTON,2016,≤ 20,0
WASHINGTON,2016,21-30,3
WASHINGTON,2016,31-40,0
WASHINGTON,2016,41-50,2
WASHINGTON,2016,51-60,6
WASHINGTON,2016,61-70,6
WASHINGTON,2016,≥ 71,11
WASHINGTON,2017,≤ 20,0
WASHINGTON,2017,21-30,2
WASHINGTON,2017,31-40,4
WASHINGTON,2017,41-50,4
WASHINGTON,2017,51-60,14
WASHINGTON,2017,61-70,9
WASHINGTON,2017,≥ 71,7
WASHINGTON,2018,≤ 20,0
WASHINGTON,2018,21-30,2
WASHINGTON,2018,31-40,3
WASHINGTON,2018,41-50,9
WASHINGTON,2018,51-60,9
WASHINGTON,2018,61-70,6
WASHINGTON,2018,≥ 71,7
WASHINGTON,2019,≤ 20,0
WASHINGTON,2019,21-30,3
WASHINGTON,2019,31-40,4
WASHINGTON,2019,41-50,3
WASHINGTON,2019,51-60,6
WASHINGTON,2019,61-70,12
WASHINGTON,2019,≥ 71,9
WEST VIRGINIA,2015,≤ 20,0
WEST VIRGINIA,2015,21-30,0
WEST VIRGINIA,2015,31-40,0
WEST VIRGINIA,2015,41-50,1
WEST VIRGINIA,2015,51-60,0
WEST VIRGINIA,2015,61-70,4
WEST VIRGINIA,2015,≥ 71,1
WEST VIRGINIA,2016,≤ 20,0
WEST VIRGINIA,2016,21-30,0
WEST VIRGINIA,2016,31-40,3
WEST VIRGINIA,2016,41-50,7
WEST VIRGINIA,2016,51-60,8
WEST VIRGINIA,2016,61-70,7
WEST VIRGINIA,2016,≥ 71,1
WEST VIRGINIA,2017,≤ 20,0
WEST VIRGINIA,2017,21-30,2
WEST VIRGINIA,2017,31-40,5
WEST VIRGINIA,2017,41-50,2
WEST VIRGINIA,2017,51-60,6
WEST VIRGINIA,2017,61-70,7
WEST VIRGINIA,2017,≥ 71,7
WEST VIRGINIA,2018,≤ 20,0
WEST VIRGINIA,2018,21-30,1
WEST VIRGINIA,2018,31-40,1
WEST VIRGINIA,2018,41-50,6
WEST VIRGINIA,2018,51-60,7
WEST VIRGINIA,2018,61-70,11
WEST VIRGINIA,2018,≥ 71,8
WEST VIRGINIA,2019,≤ 20,0
WEST VIRGINIA,2019,21-30,1
WEST VIRGINIA,2019,31-40,1
WEST VIRGINIA,2019,41-50,0
WEST VIRGINIA,2019,51-60,8
WEST VIRGINIA,2019,61-70,5
WEST VIRGINIA,2019,≥ 71,13
WISCONSIN,2015,≤ 20,0
WISCONSIN,2015,21-30,0
WISCONSIN,2015,31-40,0
WISCONSIN,2015,41-50,2
WISCONSIN,2015,51-60,8
WISCONSIN,2015,61-70,3
WISCONSIN,2015,≥ 71,2
WISCONSIN,2016,≤ 20,1
WISCONSIN,2016,21-30,5
WISCONSIN,2016,31-40,7
WISCONSIN,2016,41-50,7
WISCONSIN,2016,51-60,17
WISCONSIN,2016,61-70,18
WISCONSIN,2016,≥ 71,11
WISCONSIN,2017,≤ 20,1
WISCONSIN,2017,21-30,1
WISCONSIN,2017,31-40,2
WISCONSIN,2017,41-50,8
WISCONSIN,2017,51-60,6
WISCONSIN,2017,61-70,10
WISCONSIN,2017,≥ 71,15
WISCONSIN,2018,≤ 20,0
WISCONSIN,2018,21-30,5
WISCONSIN,2018,31-40,4
WISCONSIN,2018,41-50,5
WISCONSIN,2018,51-60,15
WISCONSIN,2018,61-70,9
WISCONSIN,2018,≥ 71,14
WISCONSIN,2019,≤ 20,0
WISCONSIN,2019,21-30,0
WISCONSIN,2019,31-40,4
WISCONSIN,2019,41-50,6
WISCONSIN,2019,51-60,14
WISCONSIN,2019,61-70,12
WISCONSIN,2019,≥ 71,13
WYOMING,2015,≤ 20,0
WYOMING,2015,21-30,0
WYOMING,2015,31-40,0
WYOMING,2015,41-50,0
WYOMING,2015,51-60,0
WYOMING,2015,61-70,1
WYOMING,2015,≥ 71,1
WYOMING,2016,≤ 20,0
WYOMING,2016,21-30,1
WYOMING,2016,31-40,0
WYOMING,2016,41-50,2
WYOMING,2016,51-60,3
WYOMING,2016,61-70,3
WYOMING,2016,≥ 71,2
WYOMING,2017,≤ 20,0
WYOMING,2017,21-30,0
WYOMING,2017,31-40,1
WYOMING,2017,41-50,1
WYOMING,2017,51-60,1
WYOMING,2017,61-70,3
WYOMING,2017,≥ 71,2
WYOMING,2018,≤ 20,0
WYOMING,2018,21-30,1
WYOMING,2018,31-40,0
WYOMING,2018,41-50,0
WYOMING,2018,51-60,3
WYOMING,2018,61-70,1
WYOMING,2018,≥ 71,1
WYOMING,2019,≤ 20,0
WYOMING,2019,21-30,1
WYOMING,2019,31-40,0
WYOMING,2019,41-50,0
WYOMING,2019,51-60,1
WYOMING,2019,61-70,1
WYOMING,2019,≥ 71,6
